Index,ID,Name,Type
1089,MG_124_MONOMER,thioredoxin,processed-II
1090,MG_125_MONOMER,"Cof-like hydrolase, putative",processed-II
1091,MG_126_MONOMER,tryptophanyl-tRNA synthetase,processed-II
1092,MG_127_MONOMER,Spx subfamily protein,processed-II
1093,MG_128_MONOMER,"inorganic polyphosphate/ATP-NAD kinase, probable",processed-II
1094,MG_129_MONOMER,Putative phosphotransferase enzyme glucose-specific IIB component,processed-II
1095,MG_130_MONOMER,,processed-II
1096,MG_131_MONOMER,hypothetical protein,processed-II
1097,MG_132_MONOMER,purine nucleoside phosphoramidase,processed-II
1098,MG_133_MONOMER,"membrane protein, putative",processed-II
1099,MG_134_MONOMER,,processed-II
1100,MG_135_MONOMER,"membrane protein, putative",processed-II
1101,MG_136_MONOMER,lysyl-tRNA synthetase,processed-II
1102,MG_137_MONOMER,UDP-galactopyranose mutase,processed-II
1103,MG_138_MONOMER,Translation elongation factor 4,processed-II
1104,MG_139_MONOMER,ribonuclease J,processed-II
1105,MG_140_MONOMER,putative ATP-dependent helicase,processed-II
1106,MG_141_MONOMER,transcription termination factor NusA,processed-II
1107,MG_477_MONOMER,,processed-II
1108,MG_142_MONOMER,translation initiation factor IF-2,processed-II
1109,MG_143_MONOMER,ribosome-binding factor A,processed-II
1110,MG_144_MONOMER,,processed-II
1111,MG_145_MONOMER,riboflavin biosynthesis protein RibF,processed-II
1112,MG_146_MONOMER,UPF0053 protein,processed-II
1113,MG_147_MONOMER,"membrane protein, putative",processed-II
1114,MG_148_MONOMER,,processed-II
1115,MG_149_MONOMER,"lipoprotein, putative",processed-II
1116,MG_478_MONOMER,,processed-II
1117,MG_150_MONOMER,ribosomal protein S10,processed-II
1118,MG_151_MONOMER,ribosomal protein L3,processed-II
1119,MG_152_MONOMER,ribosomal protein L4/L1 family,processed-II
1120,MG_153_MONOMER,ribosomal protein L23,processed-II
1121,MG_154_MONOMER,ribosomal protein L2,processed-II
1122,MG_155_MONOMER,ribosomal protein S19,processed-II
1123,MG_156_MONOMER,ribosomal protein L22,processed-II
1124,MG_157_MONOMER,ribosomal protein S3,processed-II
1125,MG_158_MONOMER,ribosomal protein L16,processed-II
1126,MG_159_MONOMER,ribosomal protein L29,processed-II
1127,MG_160_MONOMER,ribosomal protein S17,processed-II
1128,MG_161_MONOMER,ribosomal protein L14,processed-II
1129,MG_162_MONOMER,ribosomal protein L24,processed-II
1130,MG_163_MONOMER,ribosomal protein L5,processed-II
1131,MG_164_MONOMER,ribosomal protein S14,processed-II
1132,MG_165_MONOMER,ribosomal protein S8,processed-II
1133,MG_166_MONOMER,ribosomal protein L6,processed-II
1134,MG_167_MONOMER,ribosomal protein L18,processed-II
1135,MG_168_MONOMER,ribosomal protein S5,processed-II
1136,MG_169_MONOMER,ribosomal protein L15,processed-II
1137,MG_170_MONOMER,"preprotein translocase, SecY subunit",processed-II
1138,MG_171_MONOMER,adenylate kinase,processed-II
1139,MG_172_MONOMER,"methionine aminopeptidase, type I",processed-II
1140,MG_173_MONOMER,translation initiation factor IF-1,processed-II
1141,MG_174_MONOMER,ribosomal protein L36,processed-II
1142,MG_175_MONOMER,ribosomal protein S13,processed-II
1143,MG_176_MONOMER,,processed-II
1144,MG_177_MONOMER,"DNA-directed RNA polymerase, alpha subunit",processed-II
1145,MG_178_MONOMER,ribosomal protein L17,processed-II
1146,MG_179_MONOMER,"metal ion (cobalt) ABC transporter, ATP-binding protein, putative",processed-II
1147,MG_180_MONOMER,"metal ion (cobalt) ABC transporter, ATP-binding protein, putative",processed-II
1148,MG_181_MONOMER,"metal ion (cobalt) ABC transporter, permease protein",processed-II
1149,MG_182_MONOMER,tRNA pseudouridine synthase A,processed-II
1150,MG_183_MONOMER,oligoendopeptidase F,processed-II
1151,MG_184_MONOMER,adenine-specific DNA modification methylase,processed-II
1152,MG_185_MONOMER,"lipoprotein, putative",processed-II
1153,MG_186_MONOMER,"Oligosaccharide or polyol ABC transporter, substrate binding protein",processed-II
1154,MG_187_MONOMER,"Oligosaccharide or polyol ABC transporter, ATP-binding protein",processed-II
1155,MG_188_MONOMER,"Oligosaccharide or polyol ABC transporter, permease protein",processed-II
1156,MG_189_MONOMER,"Oligosaccharide or polyol ABC transporter, permease protein",processed-II
1157,MG_190_MONOMER,phosphoesterase,processed-II
1158,MG_191_MONOMER,MgPa adhesin,processed-II
1159,MG_192_MONOMER,P110 protein,processed-II
1160,MG_194_MONOMER,"phenylalanyl-tRNA synthetase, alpha subunit",processed-II
1161,MG_195_MONOMER,"phenylalanyl-tRNA synthetase, beta subunit",processed-II
1162,MG_196_MONOMER,translation initiation factor IF-3,processed-II
1163,MG_197_MONOMER,ribosomal protein L35,processed-II
1164,MG_198_MONOMER,ribosomal protein L20,processed-II
1165,MG_199_MONOMER,"ribonuclease HIII, putative, frameshift",processed-II
1166,MG_200_MONOMER,DnaJ domain protein,processed-II
1167,MG_201_MONOMER,co-chaperone GrpE,processed-II
1168,MG_202_MONOMER,,processed-II
1169,MG_203_MONOMER,"DNA topoisomerase IV, B subunit",processed-II
1170,MG_204_MONOMER,"DNA topoisomerase IV, A subunit",processed-II
1171,MG_205_MONOMER,"heat-inducible transcription repressor HrcA, putative",processed-II
1172,MG_206_MONOMER,"excinuclease ABC, C subunit",processed-II
1173,MG_207_MONOMER,Ser/Thr protein phosphatase 2A,processed-II
1174,MG_208_MONOMER,glycoprotease,processed-II
1175,MG_209_MONOMER,"23S rRNA pseudouridine synthase; U955, U2504, U2580",processed-II
1176,MG_210_MONOMER,"prolipoprotein signal peptidase, signal peptidase II",processed-II
1177,MG_480_MONOMER,,processed-II
1178,MG_481_MONOMER,30S ribosomal protein S21,processed-II
1179,MG_211_MONOMER,,processed-II
1180,MG_482_MONOMER,holo-(acyl-carrier-protein) synthase,processed-II
1181,MG_212_MONOMER,"1-acyl-sn-glycerol-3-phosphate acyltransferase, putative",processed-II
1182,MG_213_MONOMER,segregation and condensation protein A,processed-II
1183,MG_214_MONOMER,segregation and condensation protein B,processed-II
1184,MG_215_MONOMER,6-phosphofructokinase,processed-II
1185,MG_216_MONOMER,pyruvate kinase,processed-II
1186,MG_217_MONOMER,P65 adhesin,processed-II
1187,MG_218_MONOMER,high molecular weight cytadherence accessory protein 2,processed-II
1188,MG_491_MONOMER,,processed-II
1189,MG_219_MONOMER,,processed-II
1190,MG_220_MONOMER,,processed-II
1191,MG_221_MONOMER,mraZ protein,processed-II
1192,MG_222_MONOMER,S-adenosyl-methyltransferase MraW,processed-II
1193,MG_223_MONOMER,,processed-II
1194,MG_224_MONOMER,cell division protein FtsZ,processed-II
1195,MG_225_MONOMER,amino acid-polyamine-organocation (APC) permease,processed-II
1196,MG_226_MONOMER,amino acid-polyamine-organocation (APC) permease,processed-II
1197,MG_227_MONOMER,thymidylate synthase,processed-II
1198,MG_228_MONOMER,dihydrofolate reductase,processed-II
1199,MG_229_MONOMER,"ribonucleoside-diphosphate reductase, beta chain",processed-II
1200,MG_230_MONOMER,ribonucleotide reductase stimulatory protein,processed-II
1201,MG_231_MONOMER,"ribonucleoside-diphosphate reductase, alpha chain",processed-II
1202,MG_232_MONOMER,ribosomal protein L21,processed-II
1203,MG_233_MONOMER,,processed-II
1204,MG_234_MONOMER,ribosomal protein L27,processed-II
1205,MG_235_MONOMER,apurinic endonuclease,processed-II
1206,MG_236_MONOMER,ferric uptake repressor,processed-II
1207,MG_237_MONOMER,,processed-II
1208,MG_238_MONOMER,trigger factor,processed-II
1209,MG_239_MONOMER,ATP-dependent protease La,processed-II
1210,MG_240_MONOMER,nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein,processed-II
1211,MG_241_MONOMER,,processed-II
1212,MG_242_MONOMER,,processed-II
1213,MG_243_MONOMER,"conserved hypothetical protein, authentic frameshift",processed-II
1214,MG_244_MONOMER,3-5' helicase,processed-II
1215,MG_245_MONOMER,"5-formyltetrahydrofolate cyclo-ligase, putative",processed-II
1216,MG_246_MONOMER,Ser/Thr protein phosphatase 2A,processed-II
1217,MG_247_MONOMER,"membrane protein, putative",processed-II
1218,MG_248_MONOMER,,processed-II
1219,MG_249_MONOMER,RNA polymerase sigma factor RpoD,processed-II
1220,MG_250_MONOMER,DNA primase,processed-II
1221,MG_251_MONOMER,glycyl-tRNA synthetase,processed-II
1222,MG_252_MONOMER,23S rRNA methyltransferase; G2251,processed-II
1223,MG_253_MONOMER,cysteinyl-tRNA synthetase,processed-II
1224,MG_254_MONOMER,"DNA ligase, NAD-dependent",processed-II
1225,MG_255_MONOMER,,processed-II
1226,MG_494_MONOMER,,processed-II
1227,MG_256_MONOMER,,processed-II
1228,MG_257_MONOMER,ribosomal protein L31,processed-II
1229,MG_258_MONOMER,peptide chain release factor 1,processed-II
1230,MG_259_MONOMER,modification methylase,processed-II
1231,MG_260_MONOMER,"lipoprotein, putative",processed-II
1232,MG_261_MONOMER,"DNA polymerase III, alpha subunit",processed-II
1233,MG_262_MONOMER,"polI-like 5'-3' exonuclease, putative",processed-II
1234,MG_498_MONOMER,formamidopyrimidine-DNA glycosylase,processed-II
1235,MG_263_MONOMER,Cof-like hydrolase,processed-II
1236,MG_264_MONOMER,dephospho-CoA kinase,processed-II
1237,MG_265_MONOMER,sugar phosphatase,processed-II
1238,MG_266_MONOMER,leucyl-tRNA synthetase,processed-II
1239,MG_267_MONOMER,,processed-II
1240,MG_268_MONOMER,,processed-II
1241,MG_269_MONOMER,,processed-II
1242,MG_270_MONOMER,"lipoyltransferase/lipoate-protein ligase, putative",processed-II
1243,MG_271_MONOMER,dihydrolipoamide dehydrogenase,processed-II
1244,MG_272_MONOMER,dihydrolipoamide acetyltransferase,processed-II
1245,MG_273_MONOMER,"pyruvate dehydrogenase component E1, beta subunit",processed-II
1246,MG_274_MONOMER,"pyruvate dehydrogenase component E1, alpha subunit",processed-II
1247,MG_275_MONOMER,NADH oxidase,processed-II
1248,MG_276_MONOMER,adenine phosphoribosyltransferase,processed-II
1249,MG_277_MONOMER,Protein-export membrane protein secDF,processed-II
1250,MG_278_MONOMER,GTP diphosphokinase,processed-II
1251,MG_279_MONOMER,,processed-II
1252,MG_280_MONOMER,sensory rhodopsin II transducer motif,processed-II
1253,MG_281_MONOMER,,processed-II
1254,MG_282_MONOMER,transcription elongation factor GreA,processed-II
1255,MG_283_MONOMER,prolyl-tRNA synthetase,processed-II
1256,MG_284_MONOMER,,processed-II
1257,MG_285_MONOMER,,processed-II
1258,MG_286_MONOMER,,processed-II
1259,MG_287_MONOMER,acyl carrier protein,processed-II
1260,MG_288_MONOMER,protein L,processed-II
1261,MG_289_MONOMER,"phosphonate ABC transporter, substrate binding protein (P37), putative",processed-II
1262,MG_290_MONOMER,"phosphonate ABC transporter, ATP-binding protein, putative",processed-II
1263,MG_291_MONOMER,"phosphonate ABC transporter, permease protein (P69), putative",processed-II
1264,MG_505_MONOMER,putative holliday junction resolvase,processed-II
1265,MG_292_MONOMER,alanyl-tRNA synthetase,processed-II
1266,MG_293_MONOMER,glycerophosphoryl diester phosphodiesterase,processed-II
1267,MG_294_MONOMER,major facilitator superfamily (MFS) protein,processed-II
1268,MG_295_MONOMER,tRNA U34 sulfurtransferase,processed-II
1269,MG_296_MONOMER,,processed-II
1270,MG_297_MONOMER,signal recognition particle receptor,processed-II
1271,MG_298_MONOMER,chromosome segregation protein SMC,processed-II
1272,MG_299_MONOMER,phosphate acetyltransferase,processed-II
1273,MG_300_MONOMER,phosphoglycerate kinase,processed-II
1274,MG_301_MONOMER,"glyceraldehyde-3-phosphate dehydrogenase, type I",processed-II
1275,MG_302_MONOMER,"metal ion (cobalt) ABC transporter, permease protein, putative",processed-II
1276,MG_303_MONOMER,"metal ion (cobalt) ABC transporter, ATP-binding protein, putative",processed-II
1277,MG_304_MONOMER,"metal ion (cobalt) ABC transporter, ATP-binding protein, putative",processed-II
1278,MG_305_MONOMER,chaperone,processed-II
1279,MG_306_MONOMER,"membrane protein, putative",processed-II
1280,MG_307_MONOMER,"lipoprotein, putative",processed-II
1281,MG_308_MONOMER,ATP-dependent RNA helicase,processed-II
1282,MG_309_MONOMER,"lipoprotein, putative",processed-II
1283,MG_310_MONOMER,"hydrolase, Putative esterase/lipase 1",processed-II
1284,MG_311_MONOMER,ribosomal protein S4,processed-II
1285,MG_312_MONOMER,high molecular weight cytadherence accessory protein 1,processed-II
1286,MG_313_MONOMER,"membrane protein, putative",processed-II
1287,MG_314_MONOMER,,processed-II
1288,MG_315_MONOMER,"DNA polymerase III, delta subunit, putative",processed-II
1289,MG_316_MONOMER,DNA internalization-related competence protein ComEC/Rec2,processed-II
1290,MG_317_MONOMER,high molecular weight cytadherence accessory protein 3,processed-II
1291,MG_318_MONOMER,P32 adhesin,processed-II
1292,MG_319_MONOMER,,processed-II
1293,MG_320_MONOMER,"membrane protein, putative",processed-II
1294,MG_321_MONOMER,"oligopeptide ABC transporter, substrate binding protein",processed-II
1295,MG_322_MONOMER,potassium uptake protein,processed-II
1296,MG_323_MONOMER,potassium uptake protein,processed-II
1297,MG_515_MONOMER,,processed-II
1298,MG_324_MONOMER,aminopeptidase,processed-II
1299,MG_325_MONOMER,ribosomal protein L33,processed-II
1300,MG_326_MONOMER,degV family protein,processed-II
1301,MG_327_MONOMER,"hydrolase, Putative esterase/lipase 2",processed-II
1302,MG_328_MONOMER,coiled coil putative structural protein involved in cytoskeleton,processed-II
1303,MG_329_MONOMER,GTP-binding protein engA,processed-II
1304,MG_330_MONOMER,cytidylate kinase,processed-II
1305,MG_331_MONOMER,,processed-II
1306,MG_332_MONOMER,,processed-II
1307,MG_333_MONOMER,"FMN-dependent NADH-azoreductase, putative",processed-II
1308,MG_334_MONOMER,valyl-tRNA synthetase,processed-II
1309,MG_335_MONOMER,"GTP-binding protein engB, putative",processed-II
1310,MG_516_MONOMER,,processed-II
1311,MG_517_MONOMER,"glycosyl transferase, group 2 family protein",processed-II
1312,MG_336_MONOMER,cysteine desulfurase,processed-II
1313,MG_337_MONOMER,,processed-II
1314,MG_338_MONOMER,"lipoprotein, putative",processed-II
1315,MG_339_MONOMER,"recombination protein, strand exchange",processed-II
1316,MG_340_MONOMER,"DNA-directed RNA polymerase, beta subunit",processed-II
1317,MG_341_MONOMER,"DNA-directed RNA polymerase, beta subunit",processed-II
1318,MG_342_MONOMER,NADPH-dependent FMN reductase domain protein,processed-II
1319,MG_343_MONOMER,,processed-II
1320,MG_344_MONOMER,"hydrolase, Putative esterase/lipase 3",processed-II
1321,MG_345_MONOMER,isoleucyl-tRNA synthetase,processed-II
1322,MG_346_MONOMER,23S rRNA methyltransferase; U2552,processed-II
1323,MG_347_MONOMER,tRNA (guanine-N(7)-)-methyltransferase,processed-II
1324,MG_348_MONOMER,"lipoprotein, putative",processed-II
1325,MG_349_MONOMER,Replication initiation/membrane attachment protein,processed-II
1326,MG_350_MONOMER,,processed-II
1327,MG_521_MONOMER,"membrane protein, putative",processed-II
1328,MG_351_MONOMER,inorganic pyrophosphatase,processed-II
1329,MG_352_MONOMER,Holliday junction endonuclease,processed-II
1330,MG_353_MONOMER,"DNA-binding protein HU, putative",processed-II
1331,MG_354_MONOMER,,processed-II
1332,MG_355_MONOMER,"ATP-dependent Clp protease, ATPase subunit",processed-II
1333,MG_356_MONOMER,"choline/ethanolamine kinase, putative",processed-II
1334,MG_357_MONOMER,acetate kinase,processed-II
1335,MG_358_MONOMER,Holliday junction DNA helicase,processed-II
1336,MG_359_MONOMER,Holliday junction DNA helicase RuvB,processed-II
1337,MG_360_MONOMER,ImpB/MucB/SamB family protein,processed-II
1338,MG_361_MONOMER,ribosomal protein L10,processed-II
1339,MG_362_MONOMER,ribosomal protein L7/L12,processed-II
1340,MG_363_MONOMER,ribosomal protein L32,processed-II
1341,MG_522_MONOMER,ribosomal protein S20,processed-II
1342,MG_364_MONOMER,Replication initiation/membrane attachment protein,processed-II
1343,MG_365_MONOMER,methionyl-tRNA formyltransferase,processed-II
1344,MG_366_MONOMER,,processed-II
1345,MG_367_MONOMER,ribonuclease III,processed-II
1346,MG_368_MONOMER,fatty acid/phospholipid synthesis protein PlsX,processed-II
1347,MG_369_MONOMER,DAK2 phosphatase domain protein,processed-II
1348,MG_370_MONOMER,"23S rRNA pseudouridine synthase; U1911, U1915, U1917",processed-II
1349,MG_371_MONOMER,DHH family protein,processed-II
1350,MG_372_MONOMER,thiamine biosynthesis/tRNA modification protein ThiI,processed-II
1351,MG_373_MONOMER,,processed-II
1352,MG_374_MONOMER,,processed-II
1353,MG_375_MONOMER,threonyl-tRNA synthetase,processed-II
1354,MG_376_MONOMER,,processed-II
1355,MG_377_MONOMER,,processed-II
1356,MG_378_MONOMER,arginyl-tRNA synthetase,processed-II
1357,MG_379_MONOMER,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,processed-II
1358,MG_380_MONOMER,methyltransferase GidB,processed-II
1359,MG_381_MONOMER,,processed-II
1360,MG_382_MONOMER,uridine kinase,processed-II
1361,MG_383_MONOMER,"NH(3)-dependent NAD+ synthetase, putative",processed-II
1362,MG_384_MONOMER,GTPase1 Obg,processed-II
1363,MG_524_MONOMER,,processed-II
1364,MG_385_MONOMER,glycerophosphoryl diester phosphodiesterase family protein,processed-II
1365,MG_386_MONOMER,P200 protein,processed-II
1366,MG_387_MONOMER,GTP-binding protein Era,processed-II
1367,MG_388_MONOMER,Putative metalloprotease,processed-II
1368,MG_389_MONOMER,,processed-II
1369,MG_390_MONOMER,"toxin ABC transporter, ATP-binding/permease protein",processed-II
1370,MG_391_MONOMER,cytosol aminopeptidase,processed-II
1371,MG_392_MONOMER,chaperonin,processed-II
1372,MG_393_MONOMER,"chaperonin, 10 kDa",processed-II
1373,MG_394_MONOMER,serine hydroxymethyltransferase,processed-II
1374,MG_395_MONOMER,"lipoprotein, putative",processed-II
1375,MG_396_MONOMER,ribose 5-phosphate isomerase B,processed-II
1376,MG_397_MONOMER,,processed-II
1377,MG_398_MONOMER,"ATP synthase F1, epsilon subunit",processed-II
1378,MG_399_MONOMER,"ATP synthase F1, beta subunit",processed-II
1379,MG_400_MONOMER,"ATP synthase F1, gamma subunit",processed-II
1380,MG_401_MONOMER,"ATP synthase F1, alpha subunit",processed-II
1381,MG_402_MONOMER,"ATP synthase F1, delta subunit",processed-II
1382,MG_403_MONOMER,"ATP synthase F0, B subunit",processed-II
1383,MG_404_MONOMER,"ATP synthase F0, C subunit",processed-II
1384,MG_405_MONOMER,"ATP synthase F0, A subunit",processed-II
1385,MG_406_MONOMER,,processed-II
1386,MG_407_MONOMER,enolase,processed-II
1387,MG_408_MONOMER,methionine-S-sulfoxide reductase,processed-II
1388,MG_409_MONOMER,"phosphate transport system regulatory protein PhoU, putative",processed-II
1389,MG_410_MONOMER,"phosphate ABC transporter, ATP-binding protein",processed-II
1390,MG_411_MONOMER,"phosphate ABC transporter, permease protein PstA",processed-II
1391,MG_412_MONOMER,"phosphate ABC transporter, substrate-binding protein",processed-II
1392,MG_414_MONOMER,,processed-II
1393,MG_525_MONOMER,,processed-II
1394,MG_417_MONOMER,ribosomal protein S9,processed-II
1395,MG_418_MONOMER,ribosomal protein L13,processed-II
1396,MG_419_MONOMER,"DNA polymerase III, subunit gamma and tau",processed-II
1397,MG_421_MONOMER,"excinuclease ABC, A subunit",processed-II
1398,MG_422_MONOMER,,processed-II
1399,MG_423_MONOMER,metallo-beta-lactamase superfamily protein,processed-II
1400,MG_424_MONOMER,ribosomal protein S15,processed-II
1401,MG_425_MONOMER,ATP-dependent RNA helicase,processed-II
1402,MG_426_MONOMER,ribosomal protein L28,processed-II
1403,MG_427_MONOMER,osmotically inducible peroxidase,processed-II
1404,MG_428_MONOMER,"LuxR bacterial regulatory protein, putative",processed-II
1405,MG_429_MONOMER,"PTS system, E1",processed-II
1406,MG_430_MONOMER,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",processed-II
1407,MG_431_MONOMER,triosephosphate isomerase,processed-II
1408,MG_432_MONOMER,"membrane protein, putative",processed-II
1409,MG_433_MONOMER,translation elongation factor Ts,processed-II
1410,MG_434_MONOMER,uridylate kinase,processed-II
1411,MG_435_MONOMER,ribosome recycling factor,processed-II
1412,MG_437_MONOMER,phosphatidate cytidylyltransferase,processed-II
1413,MG_438_MONOMER,type I restriction modification DNA specificity domain protein,processed-II
1414,MG_439_MONOMER,"lipoprotein, putative",processed-II
1415,MG_440_MONOMER,"lipoprotein, putative",processed-II
1416,MG_441_MONOMER,,processed-II
1417,MG_442_MONOMER,ribosomal biogenesis GTPase,processed-II
1418,MG_443_MONOMER,"membrane protein, putative",processed-II
1419,MG_444_MONOMER,ribosomal protein L19,processed-II
1420,MG_445_MONOMER,tRNA (guanine-N1)-methyltransferase,processed-II
1421,MG_446_MONOMER,ribosomal protein S16,processed-II
1422,MG_447_MONOMER,multidrug efflux pump,processed-II
1423,MG_448_MONOMER,methionine-R-sulfoxide reductase,processed-II
1424,MG_449_MONOMER,"conserved hypothetical protein, authentic frameshift",processed-II
1425,MG_450_MONOMER,degV family protein,processed-II
1426,MG_451_MONOMER,translation elongation factor Tu,processed-II
1427,MG_452_MONOMER,"membrane protein, putative",processed-II
1428,MG_453_MONOMER,UTP-glucose-1-phosphate uridylyltransferase,processed-II
1429,MG_454_MONOMER,thiol-dependent peroxidase,processed-II
1430,MG_455_MONOMER,tyrosyl-tRNA synthetase,processed-II
1431,MG_456_MONOMER,,processed-II
1432,MG_457_MONOMER,ATP-dependent metalloprotease FtsH,processed-II
1433,MG_458_MONOMER,hypoxanthine phosphoribosyltransferase,processed-II
1434,MG_459_MONOMER,"putative 2-C-methyl-D-erythritol-2,4-cyclodiphosphate synthase",processed-II
1435,MG_460_MONOMER,L-lactate dehydrogenase/malate dehydrogenase,processed-II
1436,MG_461_MONOMER,HD domain protein,processed-II
1437,MG_462_MONOMER,glutamyl-tRNA synthetase,processed-II
1438,MG_463_MONOMER,dimethyladenosine transferase,processed-II
1439,MG_464_MONOMER,inner-membrane protein insertion factor,processed-II
1440,MG_465_MONOMER,ribonuclease P protein component,processed-II
1441,MG_466_MONOMER,ribosomal protein L34,processed-II
1442,MG_467_MONOMER,"salivaricin A ABC transporter, ATP-binding protein",processed-II
1443,MG_468_MONOMER,"salivaricin A ABC transporter, permease protein",processed-II
1444,MG_526_MONOMER,"salivaricin A ABC transporter, ATP-binding protein",processed-II
1445,MG_469_MONOMER,chromosomal replication initiator protein DnaA,processed-II
1446,MG_470_MONOMER,CobQ/CobB/MinD/ParA nucleotide binding domain,processed-II
1447,MG_001_MONOMER,"DNA polymerase III, beta subunit",signal sequence
1448,MG_002_MONOMER,DnaJ domain protein,signal sequence
1449,MG_003_MONOMER,"DNA gyrase, B subunit",signal sequence
1450,MG_004_MONOMER,"DNA gyrase, A subunit",signal sequence
1451,MG_005_MONOMER,seryl-tRNA synthetase,signal sequence
1452,MG_006_MONOMER,thymidylate kinase,signal sequence
1453,MG_007_MONOMER,"DNA polymerase III delta prime subunit, putative",signal sequence
1454,MG_008_MONOMER,tRNA modification GTPase TrmE,signal sequence
1455,MG_009_MONOMER,deoxyribonuclease,signal sequence
1456,MG_010_MONOMER,DNA primase-related protein,signal sequence
1457,MG_011_MONOMER,,signal sequence
1458,MG_012_MONOMER,alpha-L-glutamate ligase,signal sequence
1459,MG_013_MONOMER,methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase,signal sequence
1460,MG_014_MONOMER,"multidrug ABC transporter, ATP-binding/permease protein",signal sequence
1461,MG_015_MONOMER,"multidrug ABC transporter, ATP-binding/permease protein",signal sequence
1462,MG_018_MONOMER,SNF2 family helicase putative,signal sequence
1463,MG_019_MONOMER,chaperone protein DnaJ,signal sequence
1464,MG_020_MONOMER,proline iminopeptidase,signal sequence
1465,MG_021_MONOMER,methionyl-tRNA synthetase,signal sequence
1466,MG_022_MONOMER,"DNA-directed RNA polymerase, delta subunit",signal sequence
1467,MG_023_MONOMER,"fructose-1,6-bisphosphate aldolase, class II",signal sequence
1468,MG_024_MONOMER,GTP-binding protein YchF,signal sequence
1469,MG_025_MONOMER,Beta-glycosyl transferase,signal sequence
1470,MG_026_MONOMER,translation elongation factor P,signal sequence
1471,MG_027_MONOMER,transcription termination/antitermination protein NusB,signal sequence
1472,MG_028_MONOMER,,signal sequence
1473,MG_029_MONOMER,DJ-1/PfpI family protein,signal sequence
1474,MG_030_MONOMER,uracil phosphoribosyltransferase,signal sequence
1475,MG_031_MONOMER,"DNA polymerase III, alpha subunit, Gram-positive type",signal sequence
1476,MG_032_MONOMER,,signal sequence
1477,MG_033_MONOMER,glycerol uptake facilitator,signal sequence
1478,MG_034_MONOMER,thymidine kinase,signal sequence
1479,MG_035_MONOMER,histidyl-tRNA synthetase,signal sequence
1480,MG_036_MONOMER,aspartyl-tRNA synthetase,signal sequence
1481,MG_037_MONOMER,nicotinate phosphoribosyltransferase,signal sequence
1482,MG_038_MONOMER,glycerol kinase,signal sequence
1483,MG_039_MONOMER,"FAD-dependent glycerol-3-phosphate dehydrogenase, putative",signal sequence
1484,MG_040_MONOMER,"Monosaccharide (riboside/galactoside) ABC transporter, substrate binding protein",signal sequence
1485,MG_041_MONOMER,"PTS system, HPr",signal sequence
1486,MG_042_MONOMER,"spermidine/putrescine (polyamine) ABC transporter, ATP-binding protein, putative",signal sequence
1487,MG_043_MONOMER,"spermidine/putrescine (polyamine) ABC transporter, permease protein, putative",signal sequence
1488,MG_044_MONOMER,"spermidine/putrescine (polyamine) ABC transporter, permease protein, putative",signal sequence
1489,MG_045_MONOMER,"spermidine/putrescine (polyamine) ABC transporter, spermidine/putrescine binding protein, putative",signal sequence
1490,MG_046_MONOMER,metalloendopeptidase,signal sequence
1491,MG_047_MONOMER,S-adenosylmethionine synthetase,signal sequence
1492,MG_048_MONOMER,signal recognition particle protein,signal sequence
1493,MG_049_MONOMER,purine nucleoside phosphorylase,signal sequence
1494,MG_050_MONOMER,deoxyribose-phosphate aldolase,signal sequence
1495,MG_051_MONOMER,pyrimidine-nucleoside phosphorylase,signal sequence
1496,MG_052_MONOMER,cytidine deaminase,signal sequence
1497,MG_053_MONOMER,"phosphoglucomutase/phosphomannomutase, putative",signal sequence
1498,MG_054_MONOMER,"transcription antitermination protein NusG, putative",signal sequence
1499,MG_055_MONOMER,"preprotein translocase, SecE subunit",signal sequence
1500,MG_473_MONOMER,ribosomal protein L33 type 2,signal sequence
1501,MG_474_MONOMER,,signal sequence
1502,MG_056_MONOMER,tetrapyrrole (corrin/porphyrin) methylase protein,signal sequence
1503,MG_057_MONOMER,small primase-like protein,signal sequence
1504,MG_058_MONOMER,ribose-phosphate pyrophosphokinase,signal sequence
1505,MG_059_MONOMER,SsrA-binding protein,signal sequence
1506,MG_060_MONOMER,glycosyl transferase,signal sequence
1507,MG_061_MONOMER,Mycoplasma MFS transporter,signal sequence
1508,MG_062_MONOMER,"PTS system, fructose-specific IIABC component",signal sequence
1509,MG_063_MONOMER,"1-phosphofructokinase, putative",signal sequence
1510,MG_064_MONOMER,"ABC transporter, permease protein, putative",signal sequence
1511,MG_065_MONOMER,"ABC transporter, ATP-binding protein",signal sequence
1512,MG_066_MONOMER,transketolase,signal sequence
1513,MG_067_MONOMER,"lipoprotein, putative",signal sequence
1514,MG_068_MONOMER,"lipoprotein, putative",signal sequence
1515,MG_069_MONOMER,"PTS system, glucose-specific IIABC component",signal sequence
1516,MG_070_MONOMER,ribosomal protein S2,signal sequence
1517,MG_071_MONOMER,"ATPase, P-type (transporting), HAD superfamily, subfamily IC",signal sequence
1518,MG_072_MONOMER,"preprotein translocase, SecA subunit",signal sequence
1519,MG_073_MONOMER,"excinuclease ABC, B subunit",signal sequence
1520,MG_074_MONOMER,,signal sequence
