Index,ID,Name,Type
407,DNA_POLYMERASE_CORE_BETA_CLAMP_PRIMASE,"DNA polymerase core, &beta;-clamp, and primase",inactivated
408,DNA_POLYMERASE_GAMMA_COMPLEX,DNA-directed DNA polymerase gamma complex,inactivated
409,DNA_POLYMERASE_HOLOENZYME,DNA-directed DNA polymerase holoenzyme,inactivated
410,MG_0001_048,signal recognition particle,inactivated
411,MG_0003_465,ribonuclease P,inactivated
412,MG_001_DIMER,"DNA polymerase III, beta clamp",inactivated
413,MG_005_DIMER,seryl-tRNA synthetase,inactivated
414,MG_006_DIMER,thymidylate kinase,inactivated
415,MG_008_379_TETRAMER,tRNA uridine 5-carboxymethylaminomethyl modification enzyme,inactivated
416,MG_013_DIMER,methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase,inactivated
417,MG_014_015_DIMER,multidrug ABC transporter,inactivated
418,MG_019_DIMER,chaperone protein DnaJ,inactivated
419,MG_021_DIMER,methionyl-tRNA synthetase,inactivated
420,MG_023_DIMER,"fructose-1,6-bisphosphate aldolase, class II",inactivated
421,MG_029_DIMER,DJ-1/PfpI family protein,inactivated
422,MG_030_TRIMER,uracil phosphoribosyltransferase,inactivated
423,MG_033_TETRAMER,glycerol uptake facilitator,inactivated
424,MG_034_DIMER,thymidine kinase,inactivated
425,MG_035_DIMER,histidyl-tRNA synthetase,inactivated
426,MG_036_DIMER,aspartyl-tRNA synthetase,inactivated
427,MG_038_TETRAMER,glycerol kinase,inactivated
428,MG_039_DIMER,"FAD-dependent glycerol-3-phosphate dehydrogenase, putative",inactivated
429,MG_040_119_120_121_PENTAMER,Monosaccharide (riboside/galactoside) ABC transporter,inactivated
430,MG_041_062_429_PENTAMER,"PTS system, fructose-specific",inactivated
431,MG_041_069_429_PENTAMER,"PTS system, glucose-specific",inactivated
432,MG_042_043_044_045_PENTAMER,spermidine/putrescine (polyamine) ABC transporter,inactivated
433,MG_046_DIMER,metalloendopeptidase,inactivated
434,MG_047_TETRAMER,S-adenosylmethionine synthetase,inactivated
435,MG_049_HEXAMER,purine nucleoside phosphorylase,inactivated
436,MG_051_DIMER,pyrimidine-nucleoside phosphorylase,inactivated
437,MG_052_DIMER,cytidine deaminase,inactivated
438,MG_053_TRIMER,"phosphoglucomutase/phosphomannomutase, putative",inactivated
439,MG_055_170_277_464_476_20MER,preprotein translocase,inactivated
440,MG_058_HEXAMER,ribose-phosphate pyrophosphokinase,inactivated
441,MG_063_DIMER,"1-phosphofructokinase, putative",inactivated
442,MG_064_065_TETRAMER,ABC transporter,inactivated
443,MG_066_DIMER,transketolase,inactivated
444,MG_072_DIMER,"preprotein translocase, SecA subunit",inactivated
445,MG_073_206_421_TETRAMER,DNA incision complex,inactivated
446,MG_077_078_079_080_321_PENTAMER,oligopeptide ABC transporter,inactivated
447,MG_084_TETRAMER,tRNA(Ile)-lysidine synthetase,inactivated
448,MG_085_HEXAMER,HPr(Ser) kinase/phosphatase,inactivated
449,MG_089_DIMER,translation elongation factor G,inactivated
450,MG_091_OCTAMER,"single-strand binding protein family, octamer",inactivated
451,MG_091_TETRAMER,"single-strand binding protein family, tetramer",inactivated
452,MG_094_HEXAMER,replicative DNA helicase,inactivated
453,MG_098_099_100_TRIMER,glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase,inactivated
454,MG_102_DIMER,thioredoxin-disulfide reductase,inactivated
455,MG_102_DIMER_ox,oxidized thioredoxin-disulfide reductase,inactivated
456,MG_105_OCTAMER,putative DNA integrity scanning protein,inactivated
457,MG_106_DIMER,peptide deformylase,inactivated
458,MG_107_DIMER,guanylate kinase,inactivated
459,MG_109_DIMER,"serine/threonine protein kinase, putative",inactivated
460,MG_111_DIMER,glucose-6-phosphate isomerase,inactivated
461,MG_112_DIMER,ribulose-phosphate 3-epimerase,inactivated
462,MG_113_DIMER,asparaginyl-tRNA synthetase,inactivated
463,MG_114_DIMER,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,inactivated
464,MG_118_DIMER,UDP-glucose 4-epimerase,inactivated
465,MG_123_DIMER,arginine deaminase,inactivated
466,MG_124_MONOMER_ox,oxidized thioredoxin,inactivated
467,MG_126_DIMER,tryptophanyl-tRNA synthetase,inactivated
468,MG_127_MONOMER_ox,oxidized Spx subfamily protein,inactivated
469,MG_128_HEXAMER,"inorganic polyphosphate/ATP-NAD kinase, probable",inactivated
470,MG_132_DIMER,purine nucleoside phosphoramidase,inactivated
471,MG_136_DIMER,lysyl-tRNA synthetase,inactivated
472,MG_137_DIMER,UDP-galactopyranose mutase,inactivated
473,MG_139_DIMER,ribonuclease J,inactivated
474,MG_179_180_181_TETRAMER,metal ion (cobalt) ABC transporter,inactivated
475,MG_182_DIMER,Pseudouridylate synthase,inactivated
476,MG_184_DIMER,adenine-specific DNA modification methylase,inactivated
477,MG_186_187_188_189_PENTAMER,Oligosaccharide or polyol ABC transporter,inactivated
478,MG_194_195_TETRAMER,phenylalanyl-tRNA synthetase,inactivated
479,MG_201_DIMER,co-chaperone GrpE,inactivated
480,MG_203_204_TETRAMER,topoisomerase IV,inactivated
481,MG_205_DIMER,"heat-inducible transcription repressor HrcA, putative",inactivated
482,MG_208_DIMER,glycoprotease family protein,inactivated
483,MG_213_214_298_6MER,chromosome segregation protein SMC,inactivated
484,MG_213_214_298_6MER_ADP,Chromosome Segregation Protein SMC with SCP Proteins-ADP,inactivated
485,MG_215_TETRAMER,6-phosphofructokinase,inactivated
486,MG_216_TETRAMER,pyruvate kinase,inactivated
487,MG_221_OCTAMER,mraZ protein,inactivated
488,MG_224_2MER_GTP,cell division protein ftsZ activated 2mer,inactivated
489,MG_224_3MER_GTP,cell division protein ftsZ activated 3mer,inactivated
490,MG_224_4MER_GTP,cell division protein ftsZ activated 4mer,inactivated
491,MG_224_5MER_GTP,cell division protein ftsZ activated 5mer,inactivated
492,MG_224_6MER_GTP,cell division protein ftsZ activated 6mer,inactivated
493,MG_224_7MER_GTP,cell division protein ftsZ activated 7mer,inactivated
494,MG_224_8MER_GTP,cell division protein ftsZ activated 8mer,inactivated
495,MG_224_9MER_GDP,cell division protein ftsZ deactivated 9mer,inactivated
496,MG_224_9MER_GTP,cell division protein ftsZ activated 9mer,inactivated
497,MG_224_MONOMER_GDP,cell division protein ftsZ hydrolysed,inactivated
498,MG_224_MONOMER_GTP,cell division protein ftsZ activated,inactivated
499,MG_225_DIMER,amino acid transporter,inactivated
500,MG_226_DIMER,amino acid transporter,inactivated
501,MG_227_DIMER,thymidylate synthase,inactivated
502,MG_228_TETRAMER,dihydrofolate reductase,inactivated
503,MG_229_231_TETRAMER,ribonucleoside-diphosphate reductase,inactivated
504,MG_229_231_TETRAMER_ox,oxidized ribonucleoside-diphosphate reductase,inactivated
505,MG_239_HEXAMER,ATP-dependent protease La,inactivated
506,MG_240_HEXAMER,nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein,inactivated
507,MG_244_DIMER,3-5' helicase,inactivated
508,MG_251_DIMER,glycyl-tRNA synthetase,inactivated
509,MG_252_DIMER,23S rRNA methyltransferase,inactivated
510,MG_259_TETRAMER,modification methylase,inactivated
511,MG_265_DIMER,sugar phosphatase,inactivated
512,MG_271_272_273_274_192MER,pyruvate dehydrogenase,inactivated
513,MG_271_272_273_274_192MER_ox,oxidized dihydrolipoamide dehydrogenase,inactivated
514,MG_275_TETRAMER,NADH oxidase,inactivated
515,MG_276_DIMER,adenine phosphoribosyltransferase,inactivated
516,MG_278_DIMER,GTP pyrophosphokinase,inactivated
517,MG_283_DIMER,prolyl-tRNA synthetase,inactivated
518,MG_287_MONOMER_ACP,holo acyl carrier protein,inactivated
519,MG_287_MONOMER_ddcaACP,Dodecanoyl-ACP (n-C12:0ACP),inactivated
520,MG_287_MONOMER_hdeACP,cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),inactivated
521,MG_287_MONOMER_myrsACP,Myristoyl-ACP (n-C14:0ACP),inactivated
522,MG_287_MONOMER_ocdcaACP,Octadecanoyl-ACP (n-C18:0ACP),inactivated
523,MG_287_MONOMER_octeACP,cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),inactivated
524,MG_287_MONOMER_palmACP,Palmitoyl-ACP (n-C16:0ACP),inactivated
525,MG_287_MONOMER_tdeACP,cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),inactivated
526,MG_289_290_291_PENTAMER,phosphonate ABC transporter,inactivated
527,MG_292_TETRAMER,alanyl-tRNA synthetase,inactivated
528,MG_293_DIMER,glycerophosphoryl diester phosphodiesterase family protein,inactivated
529,MG_295_MONOMER_ox,oxidized tRNA U34 sulfurtransferase,inactivated
530,MG_299_DIMER,phosphate acetyltransferase,inactivated
531,MG_301_TETRAMER,"glyceraldehyde-3-phosphate dehydrogenase, type I",inactivated
532,MG_302_303_304_TETRAMER,metal ion (cobalt) ABC transporter,inactivated
533,MG_316_DIMER,DNA internalization-related competence protein ComEC/Rec2,inactivated
534,MG_322_323_TETRAMER,"potassium uptake protein, TrkH family, putative",inactivated
535,MG_333_DIMER,"FMN-dependent NADH-azoreductase, putative",inactivated
536,MG_336_DIMER,cysteine desulfurase,inactivated
537,MG_346_DIMER,23S rRNA methyltransferase,inactivated
538,MG_347_DIMER,tRNA (guanine-N(7)-)-methyltransferase,inactivated
539,MG_349_HEXAMER,Replication initiation/membrane attachment protein,inactivated
540,MG_351_HEXAMER,inorganic pyrophosphatase,inactivated
541,MG_352_DIMER,Holliday junction endonuclease,inactivated
542,MG_353_DIMER,"DNA-binding protein HU, putative",inactivated
543,MG_355_HEXAMER,"ATP-dependent Clp protease, ATPase subunit",inactivated
544,MG_357_DIMER,acetate kinase,inactivated
545,MG_358_359_10MER,Holliday junction DNA helicase,inactivated
546,MG_367_DIMER,ribonuclease III,inactivated
547,MG_368_DIMER,fatty acid/phospholipid synthesis protein PlsX,inactivated
548,MG_369_DIMER,DAK2 phosphatase domain protein,inactivated
549,MG_372_DIMER,thiamine biosynthesis/tRNA modification protein ThiI,inactivated
550,MG_375_DIMER,threonyl-tRNA synthetase,inactivated
551,MG_376_HEXAMER,,inactivated
552,MG_382_TETRAMER,uridine kinase,inactivated
553,MG_383_DIMER,"NH(3)-dependent NAD+ synthetase, putative",inactivated
554,MG_385_DIMER,glycerophosphoryl diester phosphodiesterase family protein,inactivated
555,MG_390_DIMER,"toxin ABC transporter, ATP-binding/permease protein",inactivated
556,MG_391_HEXAMER,cytosol aminopeptidase,inactivated
557,MG_392_393_21MER,GroEL-GroES chaperonin complex,inactivated
558,MG_394_TETRAMER,serine hydroxymethyltransferase,inactivated
559,MG_396_DIMER,ribose 5-phosphate isomerase B,inactivated
560,MG_398_399_400_401_402_403_404_405_22MER,H(+)-transporting two-sector ATPase,inactivated
561,MG_407_DIMER,enolase,inactivated
562,MG_409_DIMER,"phosphate transport system regulatory protein PhoU, putative",inactivated
563,MG_410_411_412_PENTAMER,phosphate ABC transporter,inactivated
564,MG_425_DIMER,ATP-dependent RNA helicase,inactivated
565,MG_427_DIMER,osmotically inducible peroxidase,inactivated
566,MG_427_DIMER_ox,oxidized osmotically inducible peroxidase,inactivated
567,MG_428_DIMER,"LuxR bacterial regulatory protein, putative",inactivated
568,MG_431_DIMER,triosephosphate isomerase,inactivated
569,MG_433_DIMER,translation elongation factor Ts,inactivated
570,MG_434_HEXAMER,uridylate kinase,inactivated
571,MG_437_DIMER,phosphatidate cytidylyltransferase,inactivated
572,MG_445_DIMER,tRNA (guanine-N1)-methyltransferase,inactivated
573,MG_451_DIMER,translation elongation factor Tu,inactivated
574,MG_453_TETRAMER,UTP-glucose-1-phosphate uridylyltransferase,inactivated
575,MG_454_DIMER,thiol-dependent peroxidase,inactivated
576,MG_454_DIMER_ox,oxidized thiol-dependent peroxidase,inactivated
577,MG_455_DIMER,tyrosyl-tRNA synthetase,inactivated
578,MG_457_HEXAMER,ATP-dependent metalloprotease FtsH,inactivated
579,MG_458_TETRAMER,hypoxanthine phosphoribosyltransferase,inactivated
580,MG_460_TETRAMER,L-lactate dehydrogenase/malate dehydrogenase,inactivated
581,MG_467_468_526_TETRAMER,salivaricin A ABC transporter,inactivated
582,MG_469_1MER_ADP,DnaA-ADP,inactivated
583,MG_469_1MER_ATP,DnaA-ATP,inactivated
584,MG_469_2MER_1ATP_ADP,DnaA 2mer-(1)ATP-(1)ADP,inactivated
585,MG_469_2MER_ATP,DnaA-ATP 2mer,inactivated
586,MG_469_3MER_2ATP_ADP,DnaA 3mer-(2)ATP-(1)ADP,inactivated
587,MG_469_3MER_ATP,DnaA-ATP 3mer,inactivated
588,MG_469_4MER_3ATP_ADP,DnaA 4mer-(3)ATP-(1)ADP,inactivated
589,MG_469_4MER_ATP,DnaA-ATP 4mer,inactivated
590,MG_469_5MER_4ATP_ADP,DnaA 5mer-(4)ATP-(1)ADP,inactivated
591,MG_469_5MER_ATP,DnaA-ATP 5mer,inactivated
592,MG_469_6MER_5ATP_ADP,DnaA 6mer-(5)ATP-(1)ADP,inactivated
593,MG_469_6MER_ATP,DnaA-ATP 6mer,inactivated
594,MG_469_7MER_6ATP_ADP,DnaA 7mer-(6)ATP-(1)ADP,inactivated
595,MG_469_7MER_ATP,DnaA-ATP 7mer,inactivated
596,MG_482_DIMER,holo-(acyl-carrier-protein) synthase,inactivated
597,REPLISOME,Replisome,inactivated
598,RIBOSOME_30S,30S ribosomal subunit,inactivated
599,RIBOSOME_30S_IF3,30S ribosomal subunit - translation initiation factor IF-3 complex,inactivated
600,RIBOSOME_50S,50S ribosomal subunit,inactivated
601,RIBOSOME_70S,70S ribosome,inactivated
602,RNA_POLYMERASE,DNA-directed RNA polymerase,inactivated
603,RNA_POLYMERASE_HOLOENZYME,DNA-directed RNA polymerase holoenzyme,inactivated
604,DNA_GYRASE,DNA gyrase,bound
605,DNA_POLYMERASE_2CORE_BETA_CLAMP_GAMMA_COMPLEX_PRIMASE,"DNA polymerase (2) core, Î²-clamp, Î³-complex, and primase",bound
606,DNA_POLYMERASE_CORE,DNA-directed DNA polymerase,bound
607,DNA_POLYMERASE_CORE_BETA_CLAMP_GAMMA_COMPLEX,"DNA polymerase core, &beta;-clamp, and &gamma;-complex",bound
608,DNA_POLYMERASE_CORE_BETA_CLAMP_PRIMASE,"DNA polymerase core, &beta;-clamp, and primase",bound
609,DNA_POLYMERASE_GAMMA_COMPLEX,DNA-directed DNA polymerase gamma complex,bound
610,DNA_POLYMERASE_HOLOENZYME,DNA-directed DNA polymerase holoenzyme,bound
611,MG_0001_048,signal recognition particle,bound
612,MG_0003_465,ribonuclease P,bound
613,MG_001_DIMER,"DNA polymerase III, beta clamp",bound
614,MG_005_DIMER,seryl-tRNA synthetase,bound
615,MG_006_DIMER,thymidylate kinase,bound
616,MG_008_379_TETRAMER,tRNA uridine 5-carboxymethylaminomethyl modification enzyme,bound
617,MG_013_DIMER,methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase,bound
618,MG_014_015_DIMER,multidrug ABC transporter,bound
619,MG_019_DIMER,chaperone protein DnaJ,bound
620,MG_021_DIMER,methionyl-tRNA synthetase,bound
621,MG_023_DIMER,"fructose-1,6-bisphosphate aldolase, class II",bound
622,MG_029_DIMER,DJ-1/PfpI family protein,bound
623,MG_030_TRIMER,uracil phosphoribosyltransferase,bound
624,MG_033_TETRAMER,glycerol uptake facilitator,bound
625,MG_034_DIMER,thymidine kinase,bound
626,MG_035_DIMER,histidyl-tRNA synthetase,bound
627,MG_036_DIMER,aspartyl-tRNA synthetase,bound
628,MG_038_TETRAMER,glycerol kinase,bound
629,MG_039_DIMER,"FAD-dependent glycerol-3-phosphate dehydrogenase, putative",bound
630,MG_040_119_120_121_PENTAMER,Monosaccharide (riboside/galactoside) ABC transporter,bound
631,MG_041_062_429_PENTAMER,"PTS system, fructose-specific",bound
632,MG_041_069_429_PENTAMER,"PTS system, glucose-specific",bound
633,MG_042_043_044_045_PENTAMER,spermidine/putrescine (polyamine) ABC transporter,bound
634,MG_046_DIMER,metalloendopeptidase,bound
635,MG_047_TETRAMER,S-adenosylmethionine synthetase,bound
636,MG_049_HEXAMER,purine nucleoside phosphorylase,bound
637,MG_051_DIMER,pyrimidine-nucleoside phosphorylase,bound
638,MG_052_DIMER,cytidine deaminase,bound
639,MG_053_TRIMER,"phosphoglucomutase/phosphomannomutase, putative",bound
640,MG_055_170_277_464_476_20MER,preprotein translocase,bound
641,MG_058_HEXAMER,ribose-phosphate pyrophosphokinase,bound
642,MG_063_DIMER,"1-phosphofructokinase, putative",bound
643,MG_064_065_TETRAMER,ABC transporter,bound
644,MG_066_DIMER,transketolase,bound
645,MG_072_DIMER,"preprotein translocase, SecA subunit",bound
646,MG_073_206_421_TETRAMER,DNA incision complex,bound
647,MG_077_078_079_080_321_PENTAMER,oligopeptide ABC transporter,bound
648,MG_084_TETRAMER,tRNA(Ile)-lysidine synthetase,bound
649,MG_085_HEXAMER,HPr(Ser) kinase/phosphatase,bound
650,MG_089_DIMER,translation elongation factor G,bound
651,MG_091_OCTAMER,"single-strand binding protein family, octamer",bound
652,MG_091_TETRAMER,"single-strand binding protein family, tetramer",bound
653,MG_094_HEXAMER,replicative DNA helicase,bound
654,MG_098_099_100_TRIMER,glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase,bound
655,MG_102_DIMER,thioredoxin-disulfide reductase,bound
656,MG_102_DIMER_ox,oxidized thioredoxin-disulfide reductase,bound
657,MG_105_OCTAMER,putative DNA integrity scanning protein,bound
658,MG_106_DIMER,peptide deformylase,bound
659,MG_107_DIMER,guanylate kinase,bound
660,MG_109_DIMER,"serine/threonine protein kinase, putative",bound
661,MG_111_DIMER,glucose-6-phosphate isomerase,bound
662,MG_112_DIMER,ribulose-phosphate 3-epimerase,bound
663,MG_113_DIMER,asparaginyl-tRNA synthetase,bound
664,MG_114_DIMER,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,bound
665,MG_118_DIMER,UDP-glucose 4-epimerase,bound
666,MG_123_DIMER,arginine deaminase,bound
667,MG_124_MONOMER_ox,oxidized thioredoxin,bound
668,MG_126_DIMER,tryptophanyl-tRNA synthetase,bound
669,MG_127_MONOMER_ox,oxidized Spx subfamily protein,bound
670,MG_128_HEXAMER,"inorganic polyphosphate/ATP-NAD kinase, probable",bound
671,MG_132_DIMER,purine nucleoside phosphoramidase,bound
672,MG_136_DIMER,lysyl-tRNA synthetase,bound
673,MG_137_DIMER,UDP-galactopyranose mutase,bound
674,MG_139_DIMER,ribonuclease J,bound
675,MG_179_180_181_TETRAMER,metal ion (cobalt) ABC transporter,bound
676,MG_182_DIMER,Pseudouridylate synthase,bound
677,MG_184_DIMER,adenine-specific DNA modification methylase,bound
678,MG_186_187_188_189_PENTAMER,Oligosaccharide or polyol ABC transporter,bound
679,MG_194_195_TETRAMER,phenylalanyl-tRNA synthetase,bound
680,MG_201_DIMER,co-chaperone GrpE,bound
681,MG_203_204_TETRAMER,topoisomerase IV,bound
682,MG_205_DIMER,"heat-inducible transcription repressor HrcA, putative",bound
683,MG_208_DIMER,glycoprotease family protein,bound
684,MG_213_214_298_6MER,chromosome segregation protein SMC,bound
685,MG_213_214_298_6MER_ADP,Chromosome Segregation Protein SMC with SCP Proteins-ADP,bound
686,MG_215_TETRAMER,6-phosphofructokinase,bound
687,MG_216_TETRAMER,pyruvate kinase,bound
688,MG_221_OCTAMER,mraZ protein,bound
689,MG_224_2MER_GTP,cell division protein ftsZ activated 2mer,bound
690,MG_224_3MER_GTP,cell division protein ftsZ activated 3mer,bound
691,MG_224_4MER_GTP,cell division protein ftsZ activated 4mer,bound
692,MG_224_5MER_GTP,cell division protein ftsZ activated 5mer,bound
693,MG_224_6MER_GTP,cell division protein ftsZ activated 6mer,bound
694,MG_224_7MER_GTP,cell division protein ftsZ activated 7mer,bound
695,MG_224_8MER_GTP,cell division protein ftsZ activated 8mer,bound
696,MG_224_9MER_GDP,cell division protein ftsZ deactivated 9mer,bound
697,MG_224_9MER_GTP,cell division protein ftsZ activated 9mer,bound
698,MG_224_MONOMER_GDP,cell division protein ftsZ hydrolysed,bound
699,MG_224_MONOMER_GTP,cell division protein ftsZ activated,bound
700,MG_225_DIMER,amino acid transporter,bound
701,MG_226_DIMER,amino acid transporter,bound
702,MG_227_DIMER,thymidylate synthase,bound
703,MG_228_TETRAMER,dihydrofolate reductase,bound
704,MG_229_231_TETRAMER,ribonucleoside-diphosphate reductase,bound
705,MG_229_231_TETRAMER_ox,oxidized ribonucleoside-diphosphate reductase,bound
706,MG_239_HEXAMER,ATP-dependent protease La,bound
707,MG_240_HEXAMER,nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein,bound
708,MG_244_DIMER,3-5' helicase,bound
709,MG_251_DIMER,glycyl-tRNA synthetase,bound
710,MG_252_DIMER,23S rRNA methyltransferase,bound
711,MG_259_TETRAMER,modification methylase,bound
712,MG_265_DIMER,sugar phosphatase,bound
713,MG_271_272_273_274_192MER,pyruvate dehydrogenase,bound
714,MG_271_272_273_274_192MER_ox,oxidized dihydrolipoamide dehydrogenase,bound
715,MG_275_TETRAMER,NADH oxidase,bound
716,MG_276_DIMER,adenine phosphoribosyltransferase,bound
717,MG_278_DIMER,GTP pyrophosphokinase,bound
718,MG_283_DIMER,prolyl-tRNA synthetase,bound
719,MG_287_MONOMER_ACP,holo acyl carrier protein,bound
720,MG_287_MONOMER_ddcaACP,Dodecanoyl-ACP (n-C12:0ACP),bound
721,MG_287_MONOMER_hdeACP,cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),bound
722,MG_287_MONOMER_myrsACP,Myristoyl-ACP (n-C14:0ACP),bound
723,MG_287_MONOMER_ocdcaACP,Octadecanoyl-ACP (n-C18:0ACP),bound
724,MG_287_MONOMER_octeACP,cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),bound
725,MG_287_MONOMER_palmACP,Palmitoyl-ACP (n-C16:0ACP),bound
726,MG_287_MONOMER_tdeACP,cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),bound
727,MG_289_290_291_PENTAMER,phosphonate ABC transporter,bound
728,MG_292_TETRAMER,alanyl-tRNA synthetase,bound
729,MG_293_DIMER,glycerophosphoryl diester phosphodiesterase family protein,bound
730,MG_295_MONOMER_ox,oxidized tRNA U34 sulfurtransferase,bound
731,MG_299_DIMER,phosphate acetyltransferase,bound
732,MG_301_TETRAMER,"glyceraldehyde-3-phosphate dehydrogenase, type I",bound
733,MG_302_303_304_TETRAMER,metal ion (cobalt) ABC transporter,bound
734,MG_316_DIMER,DNA internalization-related competence protein ComEC/Rec2,bound
735,MG_322_323_TETRAMER,"potassium uptake protein, TrkH family, putative",bound
736,MG_333_DIMER,"FMN-dependent NADH-azoreductase, putative",bound
737,MG_336_DIMER,cysteine desulfurase,bound
738,MG_346_DIMER,23S rRNA methyltransferase,bound
739,MG_347_DIMER,tRNA (guanine-N(7)-)-methyltransferase,bound
740,MG_349_HEXAMER,Replication initiation/membrane attachment protein,bound
741,MG_351_HEXAMER,inorganic pyrophosphatase,bound
742,MG_352_DIMER,Holliday junction endonuclease,bound
743,MG_353_DIMER,"DNA-binding protein HU, putative",bound
744,MG_355_HEXAMER,"ATP-dependent Clp protease, ATPase subunit",bound
745,MG_357_DIMER,acetate kinase,bound
746,MG_358_359_10MER,Holliday junction DNA helicase,bound
747,MG_367_DIMER,ribonuclease III,bound
748,MG_368_DIMER,fatty acid/phospholipid synthesis protein PlsX,bound
749,MG_369_DIMER,DAK2 phosphatase domain protein,bound
750,MG_372_DIMER,thiamine biosynthesis/tRNA modification protein ThiI,bound
751,MG_375_DIMER,threonyl-tRNA synthetase,bound
752,MG_376_HEXAMER,,bound
753,MG_382_TETRAMER,uridine kinase,bound
754,MG_383_DIMER,"NH(3)-dependent NAD+ synthetase, putative",bound
755,MG_385_DIMER,glycerophosphoryl diester phosphodiesterase family protein,bound
756,MG_390_DIMER,"toxin ABC transporter, ATP-binding/permease protein",bound
757,MG_391_HEXAMER,cytosol aminopeptidase,bound
758,MG_392_393_21MER,GroEL-GroES chaperonin complex,bound
759,MG_394_TETRAMER,serine hydroxymethyltransferase,bound
760,MG_396_DIMER,ribose 5-phosphate isomerase B,bound
761,MG_398_399_400_401_402_403_404_405_22MER,H(+)-transporting two-sector ATPase,bound
762,MG_407_DIMER,enolase,bound
763,MG_409_DIMER,"phosphate transport system regulatory protein PhoU, putative",bound
764,MG_410_411_412_PENTAMER,phosphate ABC transporter,bound
765,MG_425_DIMER,ATP-dependent RNA helicase,bound
766,MG_427_DIMER,osmotically inducible peroxidase,bound
767,MG_427_DIMER_ox,oxidized osmotically inducible peroxidase,bound
768,MG_428_DIMER,"LuxR bacterial regulatory protein, putative",bound
769,MG_431_DIMER,triosephosphate isomerase,bound
770,MG_433_DIMER,translation elongation factor Ts,bound
771,MG_434_HEXAMER,uridylate kinase,bound
772,MG_437_DIMER,phosphatidate cytidylyltransferase,bound
773,MG_445_DIMER,tRNA (guanine-N1)-methyltransferase,bound
774,MG_451_DIMER,translation elongation factor Tu,bound
775,MG_453_TETRAMER,UTP-glucose-1-phosphate uridylyltransferase,bound
776,MG_454_DIMER,thiol-dependent peroxidase,bound
777,MG_454_DIMER_ox,oxidized thiol-dependent peroxidase,bound
778,MG_455_DIMER,tyrosyl-tRNA synthetase,bound
779,MG_457_HEXAMER,ATP-dependent metalloprotease FtsH,bound
780,MG_458_TETRAMER,hypoxanthine phosphoribosyltransferase,bound
781,MG_460_TETRAMER,L-lactate dehydrogenase/malate dehydrogenase,bound
782,MG_467_468_526_TETRAMER,salivaricin A ABC transporter,bound
783,MG_469_1MER_ADP,DnaA-ADP,bound
784,MG_469_1MER_ATP,DnaA-ATP,bound
785,MG_469_2MER_1ATP_ADP,DnaA 2mer-(1)ATP-(1)ADP,bound
786,MG_469_2MER_ATP,DnaA-ATP 2mer,bound
787,MG_469_3MER_2ATP_ADP,DnaA 3mer-(2)ATP-(1)ADP,bound
788,MG_469_3MER_ATP,DnaA-ATP 3mer,bound
789,MG_469_4MER_3ATP_ADP,DnaA 4mer-(3)ATP-(1)ADP,bound
790,MG_469_4MER_ATP,DnaA-ATP 4mer,bound
791,MG_469_5MER_4ATP_ADP,DnaA 5mer-(4)ATP-(1)ADP,bound
792,MG_469_5MER_ATP,DnaA-ATP 5mer,bound
793,MG_469_6MER_5ATP_ADP,DnaA 6mer-(5)ATP-(1)ADP,bound
794,MG_469_6MER_ATP,DnaA-ATP 6mer,bound
795,MG_469_7MER_6ATP_ADP,DnaA 7mer-(6)ATP-(1)ADP,bound
796,MG_469_7MER_ATP,DnaA-ATP 7mer,bound
797,MG_482_DIMER,holo-(acyl-carrier-protein) synthase,bound
798,REPLISOME,Replisome,bound
799,RIBOSOME_30S,30S ribosomal subunit,bound
800,RIBOSOME_30S_IF3,30S ribosomal subunit - translation initiation factor IF-3 complex,bound
801,RIBOSOME_50S,50S ribosomal subunit,bound
802,RIBOSOME_70S,70S ribosome,bound
803,RNA_POLYMERASE,DNA-directed RNA polymerase,bound
804,RNA_POLYMERASE_HOLOENZYME,DNA-directed RNA polymerase holoenzyme,bound
805,DNA_GYRASE,DNA gyrase,misfolded
806,DNA_POLYMERASE_2CORE_BETA_CLAMP_GAMMA_COMPLEX_PRIMASE,"DNA polymerase (2) core, Î²-clamp, Î³-complex, and primase",misfolded
807,DNA_POLYMERASE_CORE,DNA-directed DNA polymerase,misfolded
808,DNA_POLYMERASE_CORE_BETA_CLAMP_GAMMA_COMPLEX,"DNA polymerase core, &beta;-clamp, and &gamma;-complex",misfolded
